"Hospital_CityCod","Hospital_City","Hospital_State","Hospital_CityLat","Hospital_CityLon","Hospital_CityAlt","Hospital_CityArea"
0,"Unknown or Foreign","",NA,NA,NA,NA
110000,"Unknown","Rondonia",NA,NA,NA,NA
110001,"Alta Floresta D'Oeste","Rondonia",-11.93554,-61.99982,338,7067.025
110002,"Ariquemes","Rondonia",-9.90846,-63.03327,139,4426.571
110003,"Cabixi","Rondonia",-13.49976,-60.54431,236,1314.352
110004,"Cacoal","Rondonia",-11.43387,-61.44294,177,3792.998
110005,"Cerejeiras","Rondonia",-13.19503,-60.81843,263,2783.3
110006,"Colorado do Oeste","Rondonia",-13.13056,-60.55507,419,1451.06
110007,"Corumbiara","Rondonia",-12.99752,-60.9487,269,3060.321
110008,"Costa Marques","Rondonia",-12.43601,-64.23165,145,4987.177
110009,"Espigao D'Oeste","Rondonia",-11.52855,-61.02017,263,4518.035
110010,"Guajara-Mirim","Rondonia",-10.77388,-65.32395,133,24855.724
110011,"Jaru","Rondonia",-10.43595,-62.47623,163,2944.128
110012,"Ji-Parana","Rondonia",-10.88205,-61.94509,157,6896.648
110013,"Machadinho D'Oeste","Rondonia",-9.42556,-61.99959,144,8509.27
110014,"Nova Brasilandia D'Oeste","Rondonia",-11.72133,-62.30823,259,1703.008
110015,"Ouro Preto do Oeste","Rondonia",-10.72357,-62.26106,252,1969.85
110018,"Pimenta Bueno","Rondonia",-11.67754,-61.18367,186,6240.932
110020,"Porto Velho","Rondonia",-8.76889,-63.83145,87,34096.394
110025,"Presidente Medici","Rondonia",-11.17321,-61.90944,178,1758.465
110026,"Rio Crespo","Rondonia",-9.70554,-62.90001,124,1717.64
110028,"Rolim de Moura","Rondonia",-11.72226,-61.78578,227,1457.888
110029,"Santa Luzia D'Oeste","Rondonia",-11.90842,-61.77331,265,1197.796
110030,"Vilhena","Rondonia",-12.74137,-60.13858,595,11518.915
110032,"Sao Miguel do Guapore","Rondonia",-11.69949,-62.72006,191,7460.219
110033,"Nova Mamore","Rondonia",-10.41177,-65.32915,151,10071.643
110034,"Alvorada D'Oeste","Rondonia",-11.34413,-62.27727,182,3029.189
110037,"Alto Alegre dos Parecis","Rondonia",-12.13178,-61.85308,397,3958.273
110040,"Alto Paraiso","Rondonia",-9.71667,-63.31763,128,2651.822
110045,"Buritis","Rondonia",-10.20981,-63.82968,153,3265.809
110050,"Novo Horizonte do Oeste","Rondonia",-11.70974,-61.99439,230,843.446
110060,"Cacaulandia","Rondonia",-10.33887,-62.90319,161,1961.778
110070,"Campo Novo de Rondonia","Rondonia",-10.56842,-63.62499,206,3442.005
110080,"Candeias do Jamari","Rondonia",-8.78502,-63.70002,85,6843.868
110090,"Castanheiras","Rondonia",-11.42684,-61.94916,215,892.842
110092,"Chupinguaia","Rondonia",-12.55684,-60.90185,340,5126.723
110094,"Cujubim","Rondonia",-9.37819,-62.58717,111,3863.943
110100,"Governador Jorge Teixeira","Rondonia",-10.61207,-62.74046,202,5067.384
110110,"Itapua do Oeste","Rondonia",-9.19187,-63.18234,99,4081.583
110120,"Ministro Andreazza","Rondonia",-11.19624,-61.51892,266,798.083
110130,"Mirante da Serra","Rondonia",-11.04561,-62.66943,212,1191.875
110140,"Monte Negro","Rondonia",-10.2631,-63.29556,155,1931.378
110143,"Nova Uniao","Rondonia",-10.91553,-62.55509,241,807.126
110145,"Parecis","Rondonia",-12.17983,-61.598,296,2548.683
110146,"Pimenteiras do Oeste","Rondonia",-13.47656,-61.04438,170,6014.733
110147,"Primavera de Rondonia","Rondonia",-11.82571,-61.31655,245,605.692
110148,"Sao Felipe D'Oeste","Rondonia",-11.91439,-61.51251,270,541.647
110149,"Sao Francisco do Guapore","Rondonia",-12.0638,-63.57086,166,10959.767
110150,"Seringueiras","Rondonia",-11.76712,-63.03876,186,3773.505
110155,"Teixeiropolis","Rondonia",-10.93217,-62.25592,191,459.978
110160,"Theobroma","Rondonia",-10.24873,-62.34515,192,2197.413
110170,"Urupa","Rondonia",-11.12855,-62.37063,197,831.857
110175,"Vale do Anari","Rondonia",-9.85139,-62.17682,158,3135.106
110180,"Vale do Paraiso","Rondonia",-10.43105,-62.13439,154,965.676
120000,"Unknown","Acre",NA,NA,NA,NA
120001,"Acrelandia","Acre",-10.07379,-67.05232,206,1807.957
120005,"Assis Brasil","Acre",-10.94287,-69.56346,235,4974.176
120010,"Brasileia","Acre",-11.01641,-68.74794,188,3916.495
120013,"Bujari","Acre",-9.82002,-67.95186,198,3034.869
120017,"Capixaba","Acre",-10.56977,-67.67351,212,1702.577
120020,"Cruzeiro do Sul","Acre",-7.63069,-72.67253,183,8779.438
120025,"Epitaciolandia","Acre",-11.02824,-68.74487,206,1654.768
120030,"Feijo","Acre",-8.16025,-70.35398,160,27975.439
120032,"Jordao","Acre",-9.19336,-71.95088,265,5357.282
120033,"Mancio Lima","Acre",-7.59322,-72.9165,187,5453.005
120034,"Manoel Urbano","Acre",-8.83632,-69.25994,162,10633.137
120035,"Marechal Thaumaturgo","Acre",-8.95359,-72.79027,215,8191.693
120038,"Placido de Castro","Acre",-10.33513,-67.18826,129,1943.245
120039,"Porto Walter","Acre",-8.26667,-72.74233,202,6443.826
120040,"Rio Branco","Acre",-9.9783,-67.81053,138,8835.541
120042,"Rodrigues Alves","Acre",-7.7336,-72.64785,190,3076.951
120043,"Santa Rosa do Purus","Acre",-9.44341,-70.4865,217,6145.611
120045,"Senador Guiomard","Acre",-10.14817,-67.74317,208,2321.454
120050,"Sena Madureira","Acre",-9.06534,-68.65568,132,23752.901
120060,"Tarauaca","Acre",-8.15567,-70.7555,172,20171.053
120070,"Xapuri","Acre",-10.65207,-68.50629,173,5347.446
120080,"Porto Acre","Acre",-9.60086,-67.54059,134,2604.875
130000,"Unknown","Amazonas",NA,NA,NA,NA
130002,"Alvaraes","Amazonas",-3.21658,-64.81353,46,5883.065
130006,"Amatura","Amazonas",-3.36681,-68.20961,73,4754.109
130008,"Anama","Amazonas",-3.57637,-61.4059,22,2453.937
130010,"Anori","Amazonas",-3.74539,-61.65896,20,5974.4
130014,"Apui","Amazonas",-7.19787,-59.88567,133,54246.655
130020,"Atalaia do Norte","Amazonas",-4.36616,-70.18799,76,76345.164
130030,"Autazes","Amazonas",-3.57866,-59.13357,20,7599.363
130040,"Barcelos","Amazonas",-0.9728,-62.92567,35,122451.505
130050,"Barreirinha","Amazonas",-2.79815,-57.06775,11,5750.557
130060,"Benjamin Constant","Amazonas",-4.37499,-70.02735,70,8785.32
130063,"Beruri","Amazonas",-3.89451,-61.37157,23,17507.258
130068,"Boa Vista do Ramos","Amazonas",-2.97173,-57.58771,23,2586.847
130070,"Boca do Acre","Amazonas",-8.75124,-67.39958,107,21938.774
130080,"Borba","Amazonas",-4.39062,-59.59456,29,44253.263
130083,"Caapiranga","Amazonas",-3.33009,-61.21133,20,9456.618
130090,"Canutama","Amazonas",-6.52911,-64.39423,52,33642.562
130100,"Carauari","Amazonas",-4.88167,-66.89664,66,25778.658
130110,"Careiro","Amazonas",-3.82245,-60.36381,25,6091.554
130115,"Careiro da Varzea","Amazonas",-3.1974,-59.82631,19,2631.144
130120,"Coari","Amazonas",-4.08422,-63.14218,38,57976.069
130130,"Codajas","Amazonas",-3.84305,-62.06343,28,18728.797
130140,"Eirunepe","Amazonas",-6.66735,-69.86629,122,14966.244
130150,"Envira","Amazonas",-7.43982,-70.03041,137,7505.83
130160,"Fonte Boa","Amazonas",-2.51227,-66.0965,58,12155.427
130165,"Guajara","Amazonas",-7.54777,-72.58243,183,7584.17
130170,"Humaita","Amazonas",-7.51222,-63.0267,55,33121.557
130180,"Ipixuna","Amazonas",-7.05098,-71.69442,156,12109.771
130185,"Iranduba","Amazonas",-3.28105,-60.19339,43,2214.251
130190,"Itacoatiara","Amazonas",-3.14038,-58.44018,22,8892.038
130195,"Itamarati","Amazonas",-6.4378,-68.24792,113,25260.429
130200,"Itapiranga","Amazonas",-2.74184,-58.03455,69,4231.152
130210,"Japura","Amazonas",-1.88084,-66.9969,70,55827.207
130220,"Jurua","Amazonas",-3.47489,-66.06304,64,19442.548
130230,"Jutai","Amazonas",-2.74465,-66.77133,62,69457.415
130240,"Labrea","Amazonas",-7.26195,-64.79477,58,68266.738
130250,"Manacapuru","Amazonas",-3.29828,-60.62059,27,7330.074
130255,"Manaquiri","Amazonas",-3.42908,-60.45888,29,3975.77
130260,"Manaus","Amazonas",-3.13469,-60.02334,34,11401.092
130270,"Manicore","Amazonas",-5.81321,-61.29925,44,48292.899
130280,"Maraa","Amazonas",-1.86644,-65.57428,47,16830.827
130290,"Maues","Amazonas",-3.38643,-57.71503,24,39987
130300,"Nhamunda","Amazonas",-2.18898,-56.71677,1,14105.59
130310,"Nova Olinda do Norte","Amazonas",-3.88759,-59.09307,12,5608.565
130320,"Novo Airao","Amazonas",-2.62343,-60.94881,22,37796.238
130330,"Novo Aripuana","Amazonas",-5.12267,-60.37705,29,41166.848
130340,"Parintins","Amazonas",-2.62705,-56.73629,17,5952.044
130350,"Pauini","Amazonas",-7.71404,-67.0021,118,41620.618
130353,"Presidente Figueiredo","Amazonas",-2.05843,-60.02565,58,25421.254
130356,"Rio Preto da Eva","Amazonas",-2.6933,-59.70474,35,5813.224
130360,"Santa Isabel do Rio Negro","Amazonas",-0.41669,-65.02002,34,62800.079
130370,"Santo Antonio do Ica","Amazonas",-3.10749,-67.94649,67,12366.142
130380,"Sao Gabriel da Cachoeira","Amazonas",-0.13646,-67.08364,62,109181.24
130390,"Sao Paulo de Olivenca","Amazonas",-3.46651,-68.94485,87,19658.502
130395,"Sao Sebastiao do Uatuma","Amazonas",-2.57015,-57.87035,17,10741.08
130400,"Silves","Amazonas",-2.83643,-58.2148,64,3748.833
130406,"Tabatinga","Amazonas",-4.23188,-69.94624,63,3266.062
130410,"Tapaua","Amazonas",-5.62422,-63.18709,51,84948.862
130420,"Tefe","Amazonas",-3.34837,-64.70842,47,23732.619
130423,"Tonantins","Amazonas",-2.86109,-67.77648,66,6446.895
130426,"Uarini","Amazonas",-2.98361,-65.15535,43,10274.677
130430,"Urucara","Amazonas",-2.53661,-57.75983,18,27904.759
130440,"Urucurituba","Amazonas",-3.13463,-58.15964,23,2906.701
140000,"Unknown","Roraima",NA,NA,NA,NA
140002,"Amajari","Roraima",3.65212,-61.42059,108,28472.31
140005,"Alto Alegre","Roraima",2.99382,-61.31402,122,25567.031
140010,"Boa Vista","Roraima",2.81668,-60.67053,80,5687.037
140015,"Bonfim","Roraima",3.35029,-59.87801,87,8095.421
140017,"Canta","Roraima",2.60767,-60.60206,83,7664.831
140020,"Caracarai","Roraima",1.80387,-61.14918,50,47408.903
140023,"Caroebe","Roraima",0.87267,-59.69481,129,12065.902
140028,"Iracema","Roraima",2.16821,-61.05226,81,14412.688
140030,"Mucajai","Roraima",2.47977,-60.91152,70,12461.21
140040,"Normandia","Roraima",3.88298,-59.63521,103,6966.811
140045,"Pacaraima","Roraima",4.47526,-61.14731,912,8028.483
140047,"Rorainopolis","Roraima",0.9372,-60.42506,84,33595.602
140050,"Sao Joao da Baliza","Roraima",0.94716,-59.90604,121,4284.506
140060,"Sao Luiz","Roraima",1.01811,-60.02827,116,1526.888
140070,"Uiramuta","Roraima",4.58544,-60.19572,606,8065.564
150000,"Unknown","Para",NA,NA,NA,NA
150010,"Abaetetuba","Para",-1.72347,-48.8844,10,1610.408
150013,"Abel Figueiredo","Para",-4.95139,-48.39676,193,614.131
150020,"Acara","Para",-1.96344,-48.20046,7,4343.805
150030,"Afua","Para",-0.15917,-50.39143,3,8372.795
150034,"\u00c1gua Azul do Norte","Para",-6.80495,-50.48527,296,7113.961
150040,"Alenquer","Para",-1.9514,-54.74086,39,23645.452
150050,"Almeirim","Para",-1.52734,-52.57684,19,72954.798
150060,"Altamira","Para",-3.20566,-52.21438,105,159533.255
150070,"Anajas","Para",-0.98445,-49.945,5,6912.527
150080,"Ananindeua","Para",-1.36871,-48.37207,27,190.451
150085,"Anapu","Para",-3.4761,-51.20162,56,11895.296
150090,"Augusto Correa","Para",-1.02292,-46.64165,16,1091.541
150095,"Aurora do Para","Para",-2.12938,-47.55617,41,1811.84
150100,"Aveiro","Para",-3.6056,-55.33073,15,17074.051
150110,"Bagre","Para",-1.88981,-50.22199,2,4397.321
150120,"Baiao","Para",-2.79196,-49.67275,31,3758.297
150125,"Bannach","Para",-7.35107,-50.40605,401,2956.649
150130,"Barcarena","Para",-1.50577,-48.62707,7,1310.588
150140,"Belem","Para",-1.45985,-48.48783,8,1059.458
150145,"Belterra","Para",-2.64902,-54.94267,168,4398.419
150150,"Benevides","Para",-1.36144,-48.24184,32,187.826
150157,"Bom Jesus do Tocantins","Para",-5.04736,-48.59904,172,2816.616
150160,"Bonito","Para",-1.36747,-47.30589,55,586.736
150170,"Braganca","Para",-1.05352,-46.76575,16,2091.93
150172,"Brasil Novo","Para",-3.2978,-52.54344,189,6362.575
150175,"Brejo Grande do Araguaia","Para",-5.7073,-48.40576,221,1288.477
150178,"Breu Branco","Para",-3.77814,-49.56988,95,3941.911
150180,"Breves","Para",-1.69074,-50.48089,10,9562.24
150190,"Bujaru","Para",-1.51399,-48.03588,17,1005.168
150195,"Cachoeira do Piria","Para",-1.7529,-46.54739,49,2461.965
150200,"Cachoeira do Arari","Para",-1.00879,-48.96067,10,3100.261
150210,"Cameta","Para",-2.24684,-49.49783,11,3081.367
150215,"Canaa dos Carajas","Para",-6.5322,-49.84896,296,3146.407
150220,"Capanema","Para",-1.19244,-47.17513,27,614.693
150230,"Capitao Poco","Para",-1.74619,-47.06283,65,2899.553
150240,"Castanhal","Para",-1.29576,-47.92664,47,1028.889
150250,"Chaves","Para",-0.16244,-49.98932,12,13084.755
150260,"Colares","Para",-0.93209,-48.28873,12,609.792
150270,"Conceicao do Araguaia","Para",-8.26486,-49.2645,180,5829.482
150275,"Concordia do Para","Para",-1.98452,-47.94989,49,690.947
150276,"Cumaru do Norte","Para",-7.81111,-50.77158,312,17085.001
150277,"Curionopolis","Para",-6.09682,-49.60221,211,2369.098
150280,"Curralinho","Para",-1.80942,-49.79152,2,3617.252
150285,"Curua","Para",-1.88993,-55.11968,23,1431.157
150290,"Curuca","Para",-0.7325,-47.85127,16,672.675
150293,"Dom Eliseu","Para",-4.29078,-47.55591,261,5268.815
150295,"Eldorado do Carajas","Para",-6.10353,-49.37395,139,2956.688
150300,"Faro","Para",-2.17298,-56.74575,19,11770.628
150304,"Floresta do Araguaia","Para",-7.5587,-49.69758,188,3444.285
150307,"Garrafao do Norte","Para",-1.9317,-47.04505,46,1599.028
150309,"Goianesia do Para","Para",-3.84247,-49.10104,83,7023.941
150310,"Gurupa","Para",-1.40492,-51.6437,16,8540.113
150320,"Igarape-Acu","Para",-1.12432,-47.62238,43,785.983
150330,"Igarape-Miri","Para",-1.98312,-48.9623,9,1996.79
150340,"Inhangapi","Para",-1.42658,-47.91339,4,471.449
150345,"Ipixuna do Para","Para",-2.55753,-47.49972,46,5215.555
150350,"Irituia","Para",-1.77148,-47.44076,17,1379.362
150360,"Itaituba","Para",-4.26373,-55.99005,25,62042.302
150370,"Itupiranga","Para",-5.12884,-49.32443,89,7880.109
150375,"Jacareacanga","Para",-6.22355,-57.76634,92,53304.213
150380,"Jacunda","Para",-4.44841,-49.11278,117,2008.315
150390,"Juruti","Para",-2.15525,-56.095,26,8305.454
150400,"Limoeiro do Ajuru","Para",-1.89195,-49.38153,8,1490.186
150405,"Mae do Rio","Para",-2.04771,-47.55229,41,469.492
150410,"Magalhaes Barata","Para",-0.79585,-47.59918,23,325.265
150420,"Maraba","Para",-5.35261,-49.14203,84,15128.061
150430,"Maracana","Para",-0.76242,-47.45527,21,855.664
150440,"Marapanim","Para",-0.71215,-47.70255,10,795.987
150442,"Marituba","Para",-1.34642,-48.34054,14,103.343
150445,"Medicilandia","Para",-3.44542,-52.88835,129,8272.629
150450,"Melgaco","Para",-1.80345,-50.71746,9,6774.018
150460,"Mocajuba","Para",-2.58287,-49.50902,15,870.809
150470,"Moju","Para",-1.88589,-48.7672,14,9094.135
150475,"Mojui dos Campos","Para",-2.68168,-54.65109,91,4988.236
150480,"Monte Alegre","Para",-2.00333,-54.07337,67,18152.56
150490,"Muana","Para",-1.53003,-49.21683,6,3763.199
150495,"Nova Esperanca do Piria","Para",-2.26763,-46.96209,72,2809.319
150497,"Nova Ipixuna","Para",-4.92309,-49.07989,113,1564.184
150500,"Nova Timboteua","Para",-1.20414,-47.3932,48,489.853
150503,"Novo Progresso","Para",-7.03484,-55.41987,224,38162.123
150506,"Novo Repartimento","Para",-4.24815,-49.94864,95,15398.715
150510,"\u00d3bidos","Para",-1.90924,-55.51632,30,28021.419
150520,"Oeiras do Para","Para",-2.00473,-49.85511,7,3852.291
150530,"Oriximina","Para",-1.76375,-55.8628,43,107603.435
150540,"Ourem","Para",-1.54895,-47.11762,15,562.388
150543,"Ourilandia do Norte","Para",-6.74062,-51.09083,322,14410.567
150548,"Pacaja","Para",-3.83031,-50.63484,71,11832.33
150549,"Palestina do Para","Para",-5.74993,-48.32179,123,984.362
150550,"Paragominas","Para",-2.99419,-47.35696,88,19342.254
150553,"Parauapebas","Para",-6.07273,-49.90078,155,6886.208
150555,"Pau D'Arco","Para",-7.83679,-50.04828,191,1671.419
150560,"Peixe-Boi","Para",-1.18957,-47.31793,25,450.222
150563,"Picarra","Para",-6.45368,-48.8684,192,3312.706
150565,"Placas","Para",-3.86732,-54.21697,107,7173.194
150570,"Ponta de Pedras","Para",-1.3966,-48.87179,4,3363.662
150580,"Portel","Para",-1.93645,-50.82249,11,25384.96
150590,"Porto de Moz","Para",-1.74609,-52.24248,13,17423.017
150600,"Prainha","Para",-1.80569,-53.48181,12,14786.987
150610,"Primavera","Para",-0.94011,-47.11725,20,258.6
150611,"Quatipuru","Para",-0.90012,-47.00679,14,326.113
150613,"Redencao","Para",-8.0276,-50.02964,224,3823.809
150616,"Rio Maria","Para",-7.31112,-50.04641,200,4114.61
150618,"Rondon do Para","Para",-4.77782,-48.06997,193,8246.394
150619,"Ruropolis","Para",-4.09907,-54.90586,144,7021.321
150620,"Salinopolis","Para",-0.62364,-47.35312,27,237.738
150630,"Salvaterra","Para",-0.75453,-48.51319,16,1039.072
150635,"Santa Barbara do Para","Para",-1.22944,-48.29774,13,278.154
150640,"Santa Cruz do Arari","Para",-0.65997,-49.17162,5,1076.652
150650,"Santa Izabel do Para","Para",-1.2974,-48.16306,29,717.662
150655,"Santa Luzia do Para","Para",-1.51883,-46.90617,80,1356.124
150658,"Santa Maria das Barreiras","Para",-8.87055,-49.71935,165,10330.214
150660,"Santa Maria do Para","Para",-1.34787,-47.5747,55,457.725
150670,"Santana do Araguaia","Para",-9.32942,-50.3448,178,11591.493
150680,"Santarem","Para",-2.43621,-54.71857,53,17898.388
150690,"Santarem Novo","Para",-0.92872,-47.40092,16,229.51
150700,"Santo Antonio do Taua","Para",-1.15169,-48.13243,24,537.625
150710,"Sao Caetano de Odivelas","Para",-0.74662,-48.02581,14,743.466
150715,"Sao Domingos do Araguaia","Para",-5.54984,-48.72037,142,1392.464
150720,"Sao Domingos do Capim","Para",-1.67581,-47.77478,9,1677.249
150730,"Sao Felix do Xingu","Para",-6.64248,-51.99378,192,84213.215
150740,"Sao Francisco do Para","Para",-1.17019,-47.79051,35,479.564
150745,"Sao Geraldo do Araguaia","Para",-6.39896,-48.55571,127,3168.384
150746,"Sao Joao da Ponta","Para",-0.851,-47.92072,16,195.918
150747,"Sao Joao de Pirabas","Para",-0.76644,-47.17267,18,705.542
150750,"Sao Joao do Araguaia","Para",-5.359,-48.78863,101,1279.889
150760,"Sao Miguel do Guama","Para",-1.61714,-47.48241,12,1110.175
150770,"Sao Sebastiao da Boa Vista","Para",-1.71885,-49.53231,7,1632.251
150775,"Sapucaia","Para",-6.94286,-49.70358,200,1298.19
150780,"Senador Jose Porfirio","Para",-2.59485,-51.95306,2,14419.916
150790,"Soure","Para",-0.72593,-48.51601,16,3517.318
150795,"Tailandia","Para",-2.93708,-48.95128,52,4430.222
150796,"Terra Alta","Para",-1.03483,-47.90781,35,206.414
150797,"Terra Santa","Para",-2.10811,-56.4909,20,1896.506
150800,"Tome-Acu","Para",-2.41937,-48.1469,15,5145.361
150803,"Tracuateua","Para",-1.06878,-46.89948,33,934.272
150805,"Trairao","Para",-4.69982,-55.99617,126,11991.085
150808,"Tucuma","Para",-6.74997,-51.13954,299,2512.594
150810,"Tucurui","Para",-3.76689,-49.66718,32,2086.189
150812,"Ulianopolis","Para",-3.75719,-47.50314,124,5088.468
150815,"Uruara","Para",-3.70653,-53.73703,162,10791.371
150820,"Vigia","Para",-0.85553,-48.1415,8,539.079
150830,"Viseu","Para",-1.20328,-46.13877,8,4915.073
150835,"Vitoria do Xingu","Para",-2.88377,-52.01126,17,3089.537
150840,"Xinguara","Para",-7.10151,-49.9427,237,3779.359
160000,"Unknown","Amapa",NA,NA,NA,NA
160005,"Serra do Navio","Amapa",0.89784,-52.00354,140,7713.046
160010,"Amapa","Amapa",2.05392,-50.79321,12,9167.617
160015,"Pedra Branca do Amapari","Amapa",0.77688,-51.94659,74,9625.214
160020,"Calcoene","Amapa",2.49656,-50.94477,9,14231.783
160021,"Cutias","Amapa",0.97108,-50.80163,8,2179.491
160023,"Ferreira Gomes","Amapa",0.85398,-51.18743,39,4973.852
160025,"Itaubal","Amapa",0.60065,-50.70018,16,1622.852
160027,"Laranjal do Jari","Amapa",-0.85566,-52.53902,9,30782.998
160030,"Macapa","Amapa",0.03895,-51.05741,15,6502.119
160040,"Mazagao","Amapa",-0.1244,-51.28608,7,13294.776
160050,"Oiapoque","Amapa",3.85113,-51.83055,3,22625.286
160053,"Porto Grande","Amapa",0.71255,-51.41445,70,4425.09
160055,"Pracu\u00faba","Amapa",1.74251,-50.78425,11,4948.519
160060,"Santana","Amapa",-0.03837,-51.17285,17,1542.201
160070,"Tartarugalzinho","Amapa",1.50985,-50.91279,18,6684.697
160080,"Vitoria do Jari","Amapa",-0.91898,-52.41961,3,2508.979
170000,"Unknown","Tocantins",NA,NA,NA,NA
170025,"Abreulandia","Tocantins",-9.62179,-49.16244,239,1895.212
170030,"Aguiarnopolis","Tocantins",-6.54717,-47.47046,173,235.394
170035,"Alianca do Tocantins","Tocantins",-11.30374,-48.94124,336,1579.751
170040,"Almas","Tocantins",-11.57452,-47.17417,421,4013.243
170070,"Alvorada","Tocantins",-12.47882,-49.12681,302,1212.167
170100,"Ananas","Tocantins",-6.36282,-48.07976,193,1576.973
170105,"Angico","Tocantins",-6.38775,-47.86208,271,451.733
170110,"Aparecida do Rio Negro","Tocantins",-9.95588,-47.97667,267,1160.368
170130,"Aragominas","Tocantins",-7.16435,-48.52343,303,1173.058
170190,"Araguacema","Tocantins",-8.8018,-49.56181,156,2778.458
170200,"Araguacu","Tocantins",-12.92558,-49.82861,315,5167.797
170210,"Araguaina","Tocantins",-7.19133,-48.20871,235,4000.416
170215,"Araguana","Tocantins",-6.58225,-48.64375,139,836.03
170220,"Araguatins","Tocantins",-5.65059,-48.12351,116,2625.286
170230,"Arapoema","Tocantins",-7.65257,-49.07564,209,1552.221
170240,"Arraias","Tocantins",-12.93442,-46.94611,722,5786.871
170255,"Augustinopolis","Tocantins",-5.46541,-47.88096,148,394.976
170270,"Aurora do Tocantins","Tocantins",-12.70849,-46.40708,481,752.83
170290,"Axixa do Tocantins","Tocantins",-5.62431,-47.77416,218,150.213
170300,"Babaculandia","Tocantins",-7.20186,-47.75882,161,1788.461
170305,"Bandeirantes do Tocantins","Tocantins",-7.76486,-48.57838,291,1541.842
170307,"Barra do Ouro","Tocantins",-7.69177,-47.68713,163,1106.345
170310,"Barrolandia","Tocantins",-9.83165,-48.73146,347,713.3
170320,"Bernardo Sayao","Tocantins",-7.86851,-48.89905,164,926.888
170330,"Bom Jesus do Tocantins","Tocantins",-8.96335,-48.16638,188,1332.672
170360,"Brasilandia do Tocantins","Tocantins",-8.38489,-48.48537,218,641.467
170370,"Brejinho de Nazare","Tocantins",-11.01081,-48.55866,223,1724.45
170380,"Buriti do Tocantins","Tocantins",-5.31354,-48.22325,155,251.919
170382,"Cachoeirinha","Tocantins",-6.11324,-47.9142,200,352.345
170384,"Campos Lindos","Tocantins",-7.97168,-46.80197,297,3240.177
170386,"Cariri do Tocantins","Tocantins",-11.889,-49.17104,291,1128.601
170388,"Carmolandia","Tocantins",-7.03148,-48.39596,300,339.405
170389,"Carrasco Bonito","Tocantins",-5.32266,-48.03063,116,192.939
170390,"Caseara","Tocantins",-9.26741,-49.94869,176,1691.633
170410,"Centenario","Tocantins",-8.95846,-47.3384,311,1954.699
170460,"Chapada de Areia","Tocantins",-10.14199,-49.18311,274,659.249
170510,"Chapada da Natividade","Tocantins",-11.62427,-47.7539,355,1646.472
170550,"Colinas do Tocantins","Tocantins",-8.05462,-48.48159,234,843.846
170555,"Combinado","Tocantins",-12.81861,-46.55207,428,209.572
170560,"Conceicao do Tocantins","Tocantins",-12.21728,-47.29287,409,2500.74
170600,"Couto Magalhaes","Tocantins",-8.35512,-49.17657,195,1585.787
170610,"Cristalandia","Tocantins",-10.59072,-49.1863,274,1848.241
170625,"Crixas do Tocantins","Tocantins",-11.10427,-48.91551,240,986.693
170650,"Darcinopolis","Tocantins",-6.71235,-47.75216,287,1639.162
170700,"Dianopolis","Tocantins",-11.62523,-46.82041,689,3217.313
170710,"Divinopolis do Tocantins","Tocantins",-9.7953,-49.20541,263,2347.434
170720,"Dois Irmaos do Tocantins","Tocantins",-9.2613,-49.06734,257,3757.036
170730,"Duere","Tocantins",-11.34129,-49.26588,232,3424.852
170740,"Esperantina","Tocantins",-5.36661,-48.54415,100,504.023
170755,"Fatima","Tocantins",-10.75251,-48.89898,330,382.908
170765,"Figueiropolis","Tocantins",-12.13678,-49.17385,294,1930.072
170770,"Filadelfia","Tocantins",-7.33761,-47.48496,158,1988.081
170820,"Formoso do Araguaia","Tocantins",-11.80514,-49.52686,269,13423.382
170825,"Fortaleza do Tabocao","Tocantins",-9.05897,-48.51743,226,621.562
170830,"Goianorte","Tocantins",-8.77052,-48.93689,262,1800.983
170900,"Goiatins","Tocantins",-7.70917,-47.31544,188,6408.602
170930,"Guarai","Tocantins",-8.83617,-48.50864,257,2268.161
170950,"Gurupi","Tocantins",-11.72977,-49.07148,300,1836.091
170980,"Ipueiras","Tocantins",-11.24629,-48.45193,227,815.254
171050,"Itacaja","Tocantins",-8.39098,-47.76811,196,3051.36
171070,"Itaguatins","Tocantins",-5.77539,-47.47994,157,739.849
171090,"Itapiratins","Tocantins",-8.38433,-48.1112,180,1243.961
171110,"Itapora do Tocantins","Tocantins",-8.56883,-48.69326,339,972.977
171150,"Ja\u00fa do Tocantins","Tocantins",-12.65293,-48.59461,351,2173.047
171180,"Juarina","Tocantins",-8.11742,-49.09864,200,481.048
171190,"Lagoa da Confusao","Tocantins",-10.7887,-49.62009,188,10564.661
171195,"Lagoa do Tocantins","Tocantins",-10.29689,-47.56145,316,911.342
171200,"Lajeado","Tocantins",-9.74468,-48.3585,196,322.485
171215,"Lavandeira","Tocantins",-12.79166,-46.50668,403,519.614
171240,"Lizarda","Tocantins",-9.59457,-46.67517,416,5723.234
171245,"Luzinopolis","Tocantins",-6.19399,-47.85683,202,279.563
171250,"Marianopolis do Tocantins","Tocantins",-9.79888,-49.65103,198,2091.374
171270,"Mateiros","Tocantins",-10.54443,-46.41247,521,9681.657
171280,"Maurilandia do Tocantins","Tocantins",-5.95257,-47.50488,151,738.105
171320,"Miracema do Tocantins","Tocantins",-9.56835,-48.38799,190,2656.09
171330,"Miranorte","Tocantins",-9.5174,-48.59263,226,1031.624
